name,home,away,statisticsType,valueType,homeValue,awayValue,key,Categoría,homeTotal,awayTotal,event_id
Posesión,66%,34%,positive,event,66.0,34.0,ballPossession,General,,,11972388
Goles esperados,1.94,0.72,positive,event,1.94,0.72,expectedGoals,General,,,11972388
Remates totales,10,10,positive,event,10.0,10.0,totalShotsOnGoal,General,,,11972388
Atajadas,4,1,positive,event,4.0,1.0,goalkeeperSaves,General,,,11972388
Córners,1,2,positive,event,1.0,2.0,cornerKicks,General,,,11972388
Faltas,7,14,negative,event,7.0,14.0,fouls,General,,,11972388
Pases,484,210,positive,event,484.0,210.0,passes,General,,,11972388
Entradas,5,5,positive,event,5.0,5.0,totalTackle,General,,,11972388
Tiros libre,4,4,positive,event,4.0,4.0,freeKicks,General,,,11972388
Tarjetas amarillas,2,3,negative,event,2.0,3.0,yellowCards,General,,,11972388
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972388
Remates totales,10,10,positive,event,10.0,10.0,totalShotsOnGoal,Remates,,,11972388
Remates al arco,2,4,positive,event,2.0,4.0,shotsOnGoal,Remates,,,11972388
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972388
Remates fuera,5,4,negative,event,5.0,4.0,shotsOffGoal,Remates,,,11972388
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972388
Remates dentro del área,9,1,positive,event,9.0,1.0,totalShotsInsideBox,Remates,,,11972388
Remates fuera del área,1,9,positive,event,1.0,9.0,totalShotsOutsideBox,Remates,,,11972388
Pases en profundidad,5,1,positive,event,5.0,1.0,accurateThroughBall,Ataques,,,11972388
Fuera de juego,1,4,negative,event,1.0,4.0,offsides,Ataques,,,11972388
Pases precisos,381,133,positive,event,381.0,133.0,accuratePasses,Pases,,,11972388
Laterales,33,21,positive,event,33.0,21.0,throwIns,Pases,,,11972388
Pases largos,32/64 (50%),26/52 (50%),positive,team,32.0,26.0,accurateLongBalls,Pases,64.0,52.0,11972388
Centros,8/36 (22%),1/7 (14%),positive,team,8.0,1.0,accurateCross,Pases,36.0,7.0,11972388
Duelos,42%,35%,positive,event,42.0,35.0,duelWonPercent,Duelos,,,11972388
Pérdidas de posesión,128,117,negative,event,128.0,117.0,dispossessed,Duelos,,,11972388
Duelos en el suelo,47/120 (39%),41/120 (34%),positive,team,47.0,41.0,groundDuelsPercentage,Duelos,120.0,120.0,11972388
Duelos aéreos,16/29 (55%),12/29 (41%),positive,team,16.0,12.0,aerialDuelsPercentage,Duelos,29.0,29.0,11972388
Regates,13/18 (72%),14/19 (74%),positive,team,13.0,14.0,dribblesPercentage,Duelos,18.0,19.0,11972388
Entradas totales,5,5,positive,event,5.0,5.0,totalTackle,Defensa,,,11972388
Intercepciones,24,55,positive,event,24.0,55.0,interceptionWon,Defensa,,,11972388
Despejes,11,36,positive,event,11.0,36.0,totalClearance,Defensa,,,11972388
Salvadas totales,4,1,positive,event,4.0,1.0,goalkeeperSaves,Arquero,,,11972388
Saques de arco,9,15,positive,event,9.0,15.0,goalKicks,Arquero,,,11972388
Posesión,47%,53%,positive,event,47.0,53.0,ballPossession,General,,,11972394
Goles esperados,0.63,0.23,positive,event,0.63,0.23,expectedGoals,General,,,11972394
Remates totales,11,3,positive,event,11.0,3.0,totalShotsOnGoal,General,,,11972394
Atajadas,1,2,positive,event,1.0,2.0,goalkeeperSaves,General,,,11972394
Córners,8,4,positive,event,8.0,4.0,cornerKicks,General,,,11972394
Faltas,14,12,negative,event,14.0,12.0,fouls,General,,,11972394
Pases,271,293,positive,event,271.0,293.0,passes,General,,,11972394
Entradas,5,3,positive,event,5.0,3.0,totalTackle,General,,,11972394
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,11972394
Tarjetas amarillas,1,4,negative,event,1.0,4.0,yellowCards,General,,,11972394
Tarjetas rojas,0,1,negative,event,0.0,1.0,redCards,General,,,11972394
Remates totales,11,3,positive,event,11.0,3.0,totalShotsOnGoal,Remates,,,11972394
Remates al arco,3,1,positive,event,3.0,1.0,shotsOnGoal,Remates,,,11972394
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972394
Remates fuera,7,1,negative,event,7.0,1.0,shotsOffGoal,Remates,,,11972394
Remates bloqueados,0,1,negative,event,0.0,1.0,blockedScoringAttempt,Remates,,,11972394
Remates dentro del área,5,2,positive,event,5.0,2.0,totalShotsInsideBox,Remates,,,11972394
Remates fuera del área,6,1,positive,event,6.0,1.0,totalShotsOutsideBox,Remates,,,11972394
Pases en profundidad,0,0,positive,event,0.0,0.0,accurateThroughBall,Ataques,,,11972394
Fuera de juego,0,3,negative,event,0.0,3.0,offsides,Ataques,,,11972394
Pases precisos,179,219,positive,event,179.0,219.0,accuratePasses,Pases,,,11972394
Laterales,36,23,positive,event,36.0,23.0,throwIns,Pases,,,11972394
Pases largos,39/65 (60%),26/55 (47%),positive,team,39.0,26.0,accurateLongBalls,Pases,65.0,55.0,11972394
Centros,4/16 (25%),3/10 (30%),positive,team,4.0,3.0,accurateCross,Pases,16.0,10.0,11972394
Duelos,38%,35%,positive,event,38.0,35.0,duelWonPercent,Duelos,,,11972394
Pérdidas de posesión,120,120,negative,event,120.0,120.0,dispossessed,Duelos,,,11972394
Duelos en el suelo,80/213 (38%),69/213 (32%),positive,team,80.0,69.0,groundDuelsPercentage,Duelos,213.0,213.0,11972394
Duelos aéreos,19/44 (43%),23/44 (52%),positive,team,19.0,23.0,aerialDuelsPercentage,Duelos,44.0,44.0,11972394
Regates,21/37 (57%),17/28 (61%),positive,team,21.0,17.0,dribblesPercentage,Duelos,37.0,28.0,11972394
Entradas totales,5,3,positive,event,5.0,3.0,totalTackle,Defensa,,,11972394
Intercepciones,33,42,positive,event,33.0,42.0,interceptionWon,Defensa,,,11972394
Despejes,8,29,positive,event,8.0,29.0,totalClearance,Defensa,,,11972394
Salvadas totales,1,2,positive,event,1.0,2.0,goalkeeperSaves,Arquero,,,11972394
Saques de arco,4,8,positive,event,4.0,8.0,goalKicks,Arquero,,,11972394
Posesión,35%,65%,positive,event,35.0,65.0,ballPossession,General,,,11972389
Goles esperados,0.66,1.58,positive,event,0.66,1.58,expectedGoals,General,,,11972389
Remates totales,8,10,positive,event,8.0,10.0,totalShotsOnGoal,General,,,11972389
Atajadas,5,3,positive,event,5.0,3.0,goalkeeperSaves,General,,,11972389
Córners,7,5,positive,event,7.0,5.0,cornerKicks,General,,,11972389
Faltas,12,9,negative,event,12.0,9.0,fouls,General,,,11972389
Pases,183,437,positive,event,183.0,437.0,passes,General,,,11972389
Entradas,8,2,positive,event,8.0,2.0,totalTackle,General,,,11972389
Tiros libre,1,1,positive,event,1.0,1.0,freeKicks,General,,,11972389
Tarjetas amarillas,2,1,negative,event,2.0,1.0,yellowCards,General,,,11972389
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972389
Remates totales,8,10,positive,event,8.0,10.0,totalShotsOnGoal,Remates,,,11972389
Remates al arco,3,5,positive,event,3.0,5.0,shotsOnGoal,Remates,,,11972389
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972389
Remates fuera,3,4,negative,event,3.0,4.0,shotsOffGoal,Remates,,,11972389
Remates bloqueados,1,1,negative,event,1.0,1.0,blockedScoringAttempt,Remates,,,11972389
Remates dentro del área,5,7,positive,event,5.0,7.0,totalShotsInsideBox,Remates,,,11972389
Remates fuera del área,3,3,positive,event,3.0,3.0,totalShotsOutsideBox,Remates,,,11972389
Pases en profundidad,1,2,positive,event,1.0,2.0,accurateThroughBall,Ataques,,,11972389
Toques en el área penal,14,10,positive,event,14.0,10.0,touchesInOppBox,Ataques,,,11972389
Fuera de juego,3,1,negative,event,3.0,1.0,offsides,Ataques,,,11972389
Pases precisos,128,367,positive,event,128.0,367.0,accuratePasses,Pases,,,11972389
Laterales,25,25,positive,event,25.0,25.0,throwIns,Pases,,,11972389
Fase de tercio final,28/42 (67%),34/57 (60%),positive,team,28.0,34.0,finalThirdPhaseStatistic,Pases,42.0,57.0,11972389
Pases largos,34/51 (66%),21/46 (45%),positive,team,34.0,21.0,accurateLongBalls,Pases,51.0,46.0,11972389
Centros,5/11 (45%),1/10 (10%),positive,team,5.0,1.0,accurateCross,Pases,11.0,10.0,11972389
Duelos,33%,41%,positive,event,33.0,41.0,duelWonPercent,Duelos,,,11972389
Pérdidas de posesión,7,12,negative,event,7.0,12.0,dispossessed,Duelos,,,11972389
Duelos en el suelo,39/116 (34%),42/121 (35%),positive,team,39.0,42.0,groundDuelsPercentage,Duelos,116.0,121.0,11972389
Duelos aéreos,15/46 (33%),28/47 (60%),positive,team,15.0,28.0,aerialDuelsPercentage,Duelos,46.0,47.0,11972389
Regates,14/21 (67%),16/29 (55%),positive,team,14.0,16.0,dribblesPercentage,Duelos,21.0,29.0,11972389
Entradas totales,8,2,positive,event,8.0,2.0,totalTackle,Defensa,,,11972389
Intercepciones,13,11,positive,event,13.0,11.0,interceptionWon,Defensa,,,11972389
Despejes,20,18,positive,event,20.0,18.0,totalClearance,Defensa,,,11972389
Salvadas totales,5,3,positive,event,5.0,3.0,goalkeeperSaves,Arquero,,,11972389
Saques de arco,8,7,positive,event,8.0,7.0,goalKicks,Arquero,,,11972389
Posesión,40%,60%,positive,event,40.0,60.0,ballPossession,General,,,11972383
Goles esperados,1.49,0.74,positive,event,1.49,0.74,expectedGoals,General,,,11972383
Remates totales,10,10,positive,event,10.0,10.0,totalShotsOnGoal,General,,,11972383
Atajadas,2,1,positive,event,2.0,1.0,goalkeeperSaves,General,,,11972383
Córners,10,5,positive,event,10.0,5.0,cornerKicks,General,,,11972383
Faltas,12,12,negative,event,12.0,12.0,fouls,General,,,11972383
Pases,231,270,positive,event,231.0,270.0,passes,General,,,11972383
Entradas,14,3,positive,event,14.0,3.0,totalTackle,General,,,11972383
Tiros libre,2,1,positive,event,2.0,1.0,freeKicks,General,,,11972383
Tarjetas amarillas,1,4,negative,event,1.0,4.0,yellowCards,General,,,11972383
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972383
Remates totales,10,10,positive,event,10.0,10.0,totalShotsOnGoal,Remates,,,11972383
Remates al arco,3,2,positive,event,3.0,2.0,shotsOnGoal,Remates,,,11972383
Palo,0,1,negative,event,0.0,1.0,hitWoodwork,Remates,,,11972383
Remates fuera,5,5,negative,event,5.0,5.0,shotsOffGoal,Remates,,,11972383
Remates bloqueados,2,2,negative,event,2.0,2.0,blockedScoringAttempt,Remates,,,11972383
Remates dentro del área,9,6,positive,event,9.0,6.0,totalShotsInsideBox,Remates,,,11972383
Remates fuera del área,1,4,positive,event,1.0,4.0,totalShotsOutsideBox,Remates,,,11972383
Pases en profundidad,6,2,positive,event,6.0,2.0,accurateThroughBall,Ataques,,,11972383
Toques en el área penal,18,18,positive,event,18.0,18.0,touchesInOppBox,Ataques,,,11972383
Fuera de juego,3,0,negative,event,3.0,0.0,offsides,Ataques,,,11972383
Pases precisos,164,217,positive,event,164.0,217.0,accuratePasses,Pases,,,11972383
Laterales,17,29,positive,event,17.0,29.0,throwIns,Pases,,,11972383
Fase de tercio final,26/38 (68%),26/39 (67%),positive,team,26.0,26.0,finalThirdPhaseStatistic,Pases,38.0,39.0,11972383
Pases largos,23/43 (53%),36/51 (70%),positive,team,23.0,36.0,accurateLongBalls,Pases,43.0,51.0,11972383
Centros,5/17 (29%),5/11 (45%),positive,team,5.0,5.0,accurateCross,Pases,17.0,11.0,11972383
Duelos,39%,32%,positive,event,39.0,32.0,duelWonPercent,Duelos,,,11972383
Pérdidas de posesión,7,19,negative,event,7.0,19.0,dispossessed,Duelos,,,11972383
Duelos en el suelo,60/165 (36%),46/165 (28%),positive,team,60.0,46.0,groundDuelsPercentage,Duelos,165.0,165.0,11972383
Duelos aéreos,23/43 (53%),22/45 (49%),positive,team,23.0,22.0,aerialDuelsPercentage,Duelos,43.0,45.0,11972383
Regates,15/24 (63%),26/42 (62%),positive,team,15.0,26.0,dribblesPercentage,Duelos,24.0,42.0,11972383
Entradas totales,14,3,positive,event,14.0,3.0,totalTackle,Defensa,,,11972383
Intercepciones,13,9,positive,event,13.0,9.0,interceptionWon,Defensa,,,11972383
Despejes,17,17,positive,event,17.0,17.0,totalClearance,Defensa,,,11972383
Errores seguidos por remate,4,3,negative,event,4.0,3.0,errorsLeadToShot,Defensa,,,11972383
Salvadas totales,2,1,positive,event,2.0,1.0,goalkeeperSaves,Arquero,,,11972383
Saques de arco,5,14,positive,event,5.0,14.0,goalKicks,Arquero,,,11972383
Posesión,45%,55%,positive,event,45.0,55.0,ballPossession,General,,,11972390
Goles esperados,1.39,0.02,positive,event,1.39,0.02,expectedGoals,General,,,11972390
Remates totales,12,2,positive,event,12.0,2.0,totalShotsOnGoal,General,,,11972390
Atajadas,0,1,positive,event,0.0,1.0,goalkeeperSaves,General,,,11972390
Córners,4,4,positive,event,4.0,4.0,cornerKicks,General,,,11972390
Faltas,12,18,negative,event,12.0,18.0,fouls,General,,,11972390
Pases,206,276,positive,event,206.0,276.0,passes,General,,,11972390
Entradas,9,2,positive,event,9.0,2.0,totalTackle,General,,,11972390
Tiros libre,6,5,positive,event,6.0,5.0,freeKicks,General,,,11972390
Tarjetas amarillas,2,3,negative,event,2.0,3.0,yellowCards,General,,,11972390
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972390
Remates totales,12,2,positive,event,12.0,2.0,totalShotsOnGoal,Remates,,,11972390
Remates al arco,4,0,positive,event,4.0,0.0,shotsOnGoal,Remates,,,11972390
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972390
Remates fuera,4,1,negative,event,4.0,1.0,shotsOffGoal,Remates,,,11972390
Remates bloqueados,4,1,negative,event,4.0,1.0,blockedScoringAttempt,Remates,,,11972390
Remates dentro del área,5,1,positive,event,5.0,1.0,totalShotsInsideBox,Remates,,,11972390
Remates fuera del área,7,1,positive,event,7.0,1.0,totalShotsOutsideBox,Remates,,,11972390
Pases en profundidad,1,2,positive,event,1.0,2.0,accurateThroughBall,Ataques,,,11972390
Toques en el área penal,11,3,positive,event,11.0,3.0,touchesInOppBox,Ataques,,,11972390
Fuera de juego,3,2,negative,event,3.0,2.0,offsides,Ataques,,,11972390
Pases precisos,156,210,positive,event,156.0,210.0,accuratePasses,Pases,,,11972390
Laterales,20,22,positive,event,20.0,22.0,throwIns,Pases,,,11972390
Fase de tercio final,20/34 (59%),20/33 (61%),positive,team,20.0,20.0,finalThirdPhaseStatistic,Pases,34.0,33.0,11972390
Pases largos,18/38 (47%),21/36 (58%),positive,team,18.0,21.0,accurateLongBalls,Pases,38.0,36.0,11972390
Centros,3/8 (37%),2/12 (16%),positive,team,3.0,2.0,accurateCross,Pases,8.0,12.0,11972390
Duelos,36%,38%,positive,event,36.0,38.0,duelWonPercent,Duelos,,,11972390
Pérdidas de posesión,10,6,negative,event,10.0,6.0,dispossessed,Duelos,,,11972390
Duelos en el suelo,39/107 (36%),32/102 (31%),positive,team,39.0,32.0,groundDuelsPercentage,Duelos,107.0,102.0,11972390
Duelos aéreos,15/41 (37%),23/41 (56%),positive,team,15.0,23.0,aerialDuelsPercentage,Duelos,41.0,41.0,11972390
Regates,10/13 (77%),10/16 (63%),positive,team,10.0,10.0,dribblesPercentage,Duelos,13.0,16.0,11972390
Entradas totales,9,2,positive,event,9.0,2.0,totalTackle,Defensa,,,11972390
Intercepciones,19,6,positive,event,19.0,6.0,interceptionWon,Defensa,,,11972390
Despejes,18,20,positive,event,18.0,20.0,totalClearance,Defensa,,,11972390
Errores seguidos por remate,1,4,negative,event,1.0,4.0,errorsLeadToShot,Defensa,,,11972390
Salvadas totales,0,1,positive,event,0.0,1.0,goalkeeperSaves,Arquero,,,11972390
Saques de arco,12,4,positive,event,12.0,4.0,goalKicks,Arquero,,,11972390
Posesión,44%,56%,positive,event,44.0,56.0,ballPossession,General,,,11972382
Goles esperados,1.01,0.29,positive,event,1.01,0.29,expectedGoals,General,,,11972382
Remates totales,13,8,positive,event,13.0,8.0,totalShotsOnGoal,General,,,11972382
Atajadas,2,1,positive,event,2.0,1.0,goalkeeperSaves,General,,,11972382
Córners,7,4,positive,event,7.0,4.0,cornerKicks,General,,,11972382
Faltas,16,9,negative,event,16.0,9.0,fouls,General,,,11972382
Pases,248,368,positive,event,248.0,368.0,passes,General,,,11972382
Entradas,6,6,positive,event,6.0,6.0,totalTackle,General,,,11972382
Tiros libre,4,2,positive,event,4.0,2.0,freeKicks,General,,,11972382
Tarjetas amarillas,3,5,negative,event,3.0,5.0,yellowCards,General,,,11972382
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972382
Remates totales,13,8,positive,event,13.0,8.0,totalShotsOnGoal,Remates,,,11972382
Remates al arco,1,2,positive,event,1.0,2.0,shotsOnGoal,Remates,,,11972382
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972382
Remates fuera,7,5,negative,event,7.0,5.0,shotsOffGoal,Remates,,,11972382
Remates bloqueados,4,1,negative,event,4.0,1.0,blockedScoringAttempt,Remates,,,11972382
Remates dentro del área,8,3,positive,event,8.0,3.0,totalShotsInsideBox,Remates,,,11972382
Remates fuera del área,5,5,positive,event,5.0,5.0,totalShotsOutsideBox,Remates,,,11972382
Pases en profundidad,3,3,positive,event,3.0,3.0,accurateThroughBall,Ataques,,,11972382
Fuera de juego,0,2,negative,event,0.0,2.0,offsides,Ataques,,,11972382
Pases precisos,182,289,positive,event,182.0,289.0,accuratePasses,Pases,,,11972382
Laterales,18,17,positive,event,18.0,17.0,throwIns,Pases,,,11972382
Pases largos,31/51 (60%),25/47 (53%),positive,team,31.0,25.0,accurateLongBalls,Pases,51.0,47.0,11972382
Centros,6/18 (33%),1/8 (12%),positive,team,6.0,1.0,accurateCross,Pases,18.0,8.0,11972382
Duelos,38%,35%,positive,event,38.0,35.0,duelWonPercent,Duelos,,,11972382
Pérdidas de posesión,108,112,negative,event,108.0,112.0,dispossessed,Duelos,,,11972382
Duelos en el suelo,62/175 (35%),60/175 (34%),positive,team,62.0,60.0,groundDuelsPercentage,Duelos,175.0,175.0,11972382
Duelos aéreos,20/38 (53%),16/38 (42%),positive,team,20.0,16.0,aerialDuelsPercentage,Duelos,38.0,38.0,11972382
Regates,16/25 (64%),10/18 (56%),positive,team,16.0,10.0,dribblesPercentage,Duelos,25.0,18.0,11972382
Entradas totales,6,6,positive,event,6.0,6.0,totalTackle,Defensa,,,11972382
Intercepciones,43,43,positive,event,43.0,43.0,interceptionWon,Defensa,,,11972382
Despejes,11,12,positive,event,11.0,12.0,totalClearance,Defensa,,,11972382
Salvadas totales,2,1,positive,event,2.0,1.0,goalkeeperSaves,Arquero,,,11972382
Saques de arco,9,13,positive,event,9.0,13.0,goalKicks,Arquero,,,11972382
Posesión,51%,49%,positive,event,51.0,49.0,ballPossession,General,,,11972399
Goles esperados,1.50,0.52,positive,event,1.5,0.52,expectedGoals,General,,,11972399
Remates totales,7,6,positive,event,7.0,6.0,totalShotsOnGoal,General,,,11972399
Atajadas,0,3,positive,event,0.0,3.0,goalkeeperSaves,General,,,11972399
Córners,4,2,positive,event,4.0,2.0,cornerKicks,General,,,11972399
Faltas,20,9,negative,event,20.0,9.0,fouls,General,,,11972399
Pases,342,299,positive,event,342.0,299.0,passes,General,,,11972399
Entradas,5,6,positive,event,5.0,6.0,totalTackle,General,,,11972399
Tiros libre,3,6,positive,event,3.0,6.0,freeKicks,General,,,11972399
Tarjetas amarillas,1,2,negative,event,1.0,2.0,yellowCards,General,,,11972399
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972399
Remates totales,7,6,positive,event,7.0,6.0,totalShotsOnGoal,Remates,,,11972399
Remates al arco,5,0,positive,event,5.0,0.0,shotsOnGoal,Remates,,,11972399
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972399
Remates fuera,2,5,negative,event,2.0,5.0,shotsOffGoal,Remates,,,11972399
Remates bloqueados,0,1,negative,event,0.0,1.0,blockedScoringAttempt,Remates,,,11972399
Remates dentro del área,4,2,positive,event,4.0,2.0,totalShotsInsideBox,Remates,,,11972399
Remates fuera del área,3,4,positive,event,3.0,4.0,totalShotsOutsideBox,Remates,,,11972399
Pases en profundidad,3,0,positive,event,3.0,0.0,accurateThroughBall,Ataques,,,11972399
Toques en el área penal,11,7,positive,event,11.0,7.0,touchesInOppBox,Ataques,,,11972399
Fuera de juego,4,3,negative,event,4.0,3.0,offsides,Ataques,,,11972399
Pases precisos,260,220,positive,event,260.0,220.0,accuratePasses,Pases,,,11972399
Laterales,35,38,positive,event,35.0,38.0,throwIns,Pases,,,11972399
Fase de tercio final,37/50 (74%),24/44 (55%),positive,team,37.0,24.0,finalThirdPhaseStatistic,Pases,50.0,44.0,11972399
Pases largos,20/41 (48%),23/48 (47%),positive,team,20.0,23.0,accurateLongBalls,Pases,41.0,48.0,11972399
Centros,6/18 (33%),4/9 (44%),positive,team,6.0,4.0,accurateCross,Pases,18.0,9.0,11972399
Duelos,38%,29%,positive,event,38.0,29.0,duelWonPercent,Duelos,,,11972399
Pérdidas de posesión,5,10,negative,event,5.0,10.0,dispossessed,Duelos,,,11972399
Duelos en el suelo,59/168 (35%),43/165 (26%),positive,team,59.0,43.0,groundDuelsPercentage,Duelos,168.0,165.0,11972399
Duelos aéreos,19/36 (53%),16/34 (47%),positive,team,19.0,16.0,aerialDuelsPercentage,Duelos,36.0,34.0,11972399
Regates,15/29 (52%),11/26 (42%),positive,team,15.0,11.0,dribblesPercentage,Duelos,29.0,26.0,11972399
Entradas totales,5,6,positive,event,5.0,6.0,totalTackle,Defensa,,,11972399
Intercepciones,10,21,positive,event,10.0,21.0,interceptionWon,Defensa,,,11972399
Despejes,14,10,positive,event,14.0,10.0,totalClearance,Defensa,,,11972399
Errores seguidos por remate,1,1,negative,event,1.0,1.0,errorsLeadToShot,Defensa,,,11972399
Salvadas totales,0,3,positive,event,0.0,3.0,goalkeeperSaves,Arquero,,,11972399
Saques de arco,7,5,positive,event,7.0,5.0,goalKicks,Arquero,,,11972399
Posesión,56%,44%,positive,event,56.0,44.0,ballPossession,General,,,11972391
Goles esperados,0.72,1.29,positive,event,0.72,1.29,expectedGoals,General,,,11972391
Remates totales,15,10,positive,event,15.0,10.0,totalShotsOnGoal,General,,,11972391
Atajadas,3,4,positive,event,3.0,4.0,goalkeeperSaves,General,,,11972391
Córners,1,3,positive,event,1.0,3.0,cornerKicks,General,,,11972391
Faltas,9,14,negative,event,9.0,14.0,fouls,General,,,11972391
Pases,326,279,positive,event,326.0,279.0,passes,General,,,11972391
Entradas,9,10,positive,event,9.0,10.0,totalTackle,General,,,11972391
Tiros libre,4,3,positive,event,4.0,3.0,freeKicks,General,,,11972391
Tarjetas amarillas,1,1,negative,event,1.0,1.0,yellowCards,General,,,11972391
Tarjetas rojas,0,0,negative,event,0.0,0.0,redCards,General,,,11972391
Remates totales,15,10,positive,event,15.0,10.0,totalShotsOnGoal,Remates,,,11972391
Remates al arco,4,3,positive,event,4.0,3.0,shotsOnGoal,Remates,,,11972391
Palo,1,0,negative,event,1.0,0.0,hitWoodwork,Remates,,,11972391
Remates fuera,4,4,negative,event,4.0,4.0,shotsOffGoal,Remates,,,11972391
Remates bloqueados,6,3,negative,event,6.0,3.0,blockedScoringAttempt,Remates,,,11972391
Remates dentro del área,3,9,positive,event,3.0,9.0,totalShotsInsideBox,Remates,,,11972391
Remates fuera del área,12,1,positive,event,12.0,1.0,totalShotsOutsideBox,Remates,,,11972391
Pases en profundidad,1,1,positive,event,1.0,1.0,accurateThroughBall,Ataques,,,11972391
Fuera de juego,1,3,negative,event,1.0,3.0,offsides,Ataques,,,11972391
Pases precisos,256,195,positive,event,256.0,195.0,accuratePasses,Pases,,,11972391
Laterales,36,26,positive,event,36.0,26.0,throwIns,Pases,,,11972391
Pases largos,26/47 (55%),18/46 (39%),positive,team,26.0,18.0,accurateLongBalls,Pases,47.0,46.0,11972391
Centros,3/6 (50%),5/10 (50%),positive,team,3.0,5.0,accurateCross,Pases,6.0,10.0,11972391
Duelos,37%,32%,positive,event,37.0,32.0,duelWonPercent,Duelos,,,11972391
Pérdidas de posesión,114,114,negative,event,114.0,114.0,dispossessed,Duelos,,,11972391
Duelos en el suelo,81/215 (38%),63/215 (29%),positive,team,81.0,63.0,groundDuelsPercentage,Duelos,215.0,215.0,11972391
Duelos aéreos,12/34 (35%),17/34 (50%),positive,team,12.0,17.0,aerialDuelsPercentage,Duelos,34.0,34.0,11972391
Regates,32/51 (63%),10/26 (38%),positive,team,32.0,10.0,dribblesPercentage,Duelos,51.0,26.0,11972391
Entradas totales,9,10,positive,event,9.0,10.0,totalTackle,Defensa,,,11972391
Intercepciones,42,43,positive,event,42.0,43.0,interceptionWon,Defensa,,,11972391
Despejes,18,15,positive,event,18.0,15.0,totalClearance,Defensa,,,11972391
Salvadas totales,3,4,positive,event,3.0,4.0,goalkeeperSaves,Arquero,,,11972391
Saques de arco,3,13,positive,event,3.0,13.0,goalKicks,Arquero,,,11972391
Posesión,59%,41%,positive,event,59.0,41.0,ballPossession,General,,,11972395
Goles esperados,0.59,1.00,positive,event,0.59,1.0,expectedGoals,General,,,11972395
Remates totales,11,11,positive,event,11.0,11.0,totalShotsOnGoal,General,,,11972395
Atajadas,3,1,positive,event,3.0,1.0,goalkeeperSaves,General,,,11972395
Córners,2,2,positive,event,2.0,2.0,cornerKicks,General,,,11972395
Faltas,11,15,negative,event,11.0,15.0,fouls,General,,,11972395
Pases,391,255,positive,event,391.0,255.0,passes,General,,,11972395
Entradas,11,6,positive,event,11.0,6.0,totalTackle,General,,,11972395
Tiros libre,3,3,positive,event,3.0,3.0,freeKicks,General,,,11972395
Tarjetas amarillas,6,4,negative,event,6.0,4.0,yellowCards,General,,,11972395
Tarjetas rojas,1,0,negative,event,1.0,0.0,redCards,General,,,11972395
Remates totales,11,11,positive,event,11.0,11.0,totalShotsOnGoal,Remates,,,11972395
Remates al arco,2,4,positive,event,2.0,4.0,shotsOnGoal,Remates,,,11972395
Palo,0,0,negative,event,0.0,0.0,hitWoodwork,Remates,,,11972395
Remates fuera,6,5,negative,event,6.0,5.0,shotsOffGoal,Remates,,,11972395
Remates bloqueados,3,2,negative,event,3.0,2.0,blockedScoringAttempt,Remates,,,11972395
Remates dentro del área,4,5,positive,event,4.0,5.0,totalShotsInsideBox,Remates,,,11972395
Remates fuera del área,7,6,positive,event,7.0,6.0,totalShotsOutsideBox,Remates,,,11972395
Pases en profundidad,7,2,positive,event,7.0,2.0,accurateThroughBall,Ataques,,,11972395
Fuera de juego,1,2,negative,event,1.0,2.0,offsides,Ataques,,,11972395
Pases precisos,296,176,positive,event,296.0,176.0,accuratePasses,Pases,,,11972395
Laterales,23,24,positive,event,23.0,24.0,throwIns,Pases,,,11972395
Pases largos,36/70 (51%),28/63 (44%),positive,team,36.0,28.0,accurateLongBalls,Pases,70.0,63.0,11972395
Centros,0/14 (0%),4/11 (36%),positive,team,0.0,4.0,accurateCross,Pases,14.0,11.0,11972395
Duelos,44%,32%,positive,event,44.0,32.0,duelWonPercent,Duelos,,,11972395
Pérdidas de posesión,131,130,negative,event,131.0,130.0,dispossessed,Duelos,,,11972395
Duelos en el suelo,91/202 (45%),55/202 (27%),positive,team,91.0,55.0,groundDuelsPercentage,Duelos,202.0,202.0,11972395
Duelos aéreos,23/52 (44%),27/52 (52%),positive,team,23.0,27.0,aerialDuelsPercentage,Duelos,52.0,52.0,11972395
Regates,17/28 (61%),11/19 (58%),positive,team,17.0,11.0,dribblesPercentage,Duelos,28.0,19.0,11972395
Entradas totales,11,6,positive,event,11.0,6.0,totalTackle,Defensa,,,11972395
